Price,Bedroom_qty,Bathroom_qty,Floor_size,Address,City_region,City,List_type,Date,Land_width,Land_depth
"$699,000 ",2,2,1300,1 7371 Minoru Boulevard,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$799,900 ",2,2,1724,320 12873 Railway Avenue,Steveston South,Richmond,Apt/Condo,7/20/2021,,
"$2,998,000 ",4,5,3678,5491 Warbler Avenue,Westwind,Richmond,House,7/20/2021,52,100
"$819,900 ",2,2,1016,301 9213 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$648,800 ",2,2,744,1006 7488 Lansdowne Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$769,000 ",3,2,1197,318 9233 Ferndale Road,Mclennan North,Richmond,Apt/Condo,7/20/2021,,
"$1,399,000 ",7,4,2514,10280 Ainsworth Crescent,Mcnair,Richmond,House,7/20/2021,166,35
"$1,998,000 ",5,5,2575,8899 Ash Street,Garden City,Richmond,House,7/20/2021,54,89
"$1,379,900 ",4,3,1746,10251 Kilby Drive,West Cambie,Richmond,House,7/20/2021,30,100
"$579,000 ",1,1,644,205 857 W 15th Street,Mosquito Creek,North Vancouver,Apt/Condo,7/20/2021,,
"$789,000 ",2,2,964,403 1555 Eastern Avenue,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$868,000 ",1,1,678,1605 155 W 1st Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$630,000 ",1,1,713,301 1633 Mackay Avenue,Pemberton Heights,North Vancouver,Apt/Condo,7/20/2021,,
"$2,275,000 ",3,3,2160,3955 St. Pauls Avenue,Upper Lonsdale,North Vancouver,House,7/20/2021,49,113
"$688,000 ",1,1,683,402 1182 W 16th Street,Norgate,North Vancouver,Apt/Condo,7/20/2021,,
"$1,649,000 ",3,1,1753,234 W St. James Road,Upper Lonsdale,North Vancouver,House,7/20/2021,50,132
"$648,000 ",2,1,855,205 2138 Old Dollarton Road,Seymour,North Vancouver,Apt/Condo,7/20/2021,,
"$1,848,000 ",5,4,3016,3084 Plymouth Drive,Windsor Park,North Vancouver,House,7/20/2021,70,125
"$1,169,800 ",3,2,1155,308 3581 E Kent Avenue North,South Marine,Vancouver,Apt/Condo,7/20/2021,,
"$1,118,880 ",2,2,1018,1502 8555 Granville Street,Southwest Marine,Vancouver,Apt/Condo,7/20/2021,,
"$2,588,000 ",4,2,1666,5805 Boundary Road,Killarney,Vancouver,House,7/20/2021,42,138
"$599,000 ",2,2,915,206 14200 Riverport Way,East Richmond,Richmond,Apt/Condo,7/20/2021,,
"$2,590,000 ",4,2,2364,8131 No. 5 Road,Mclennan,Richmond,House,7/20/2021,,
"$930,000 ",1,2,738,Ph3 1288 Chesterfield Avenue,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$399,999 ",1,1,531,506 2004 Fullerton Avenue,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$1,299,900 ",3,3,1892,31 602 Lile Drive,Roche Point,North Vancouver,Townhouse,7/20/2021,,
"$749,000 ",4,3,1690,38 8068 207 Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$399,000 ",1,1,559,A320 20727 Willoughby Town Centre Drive,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$798,000 ",3,3,1592,1 20849 78b Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$999,000 ",4,3,2046,3028 266b Street,Aldergrove,Langley,House,7/20/2021,,
"$499,000 ",2,2,1217,208 20453 53 Avenue,Langley City,Langley,Apt/Condo,7/20/2021,,
"$479,700 ",2,2,936,111 22022 49 Avenue,Murrayville,Langley,Apt/Condo,7/20/2021,,
"$828,000 ",3,2,1317,603 20325 85 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$489,000 ",2,2,761,318 20686 Eastleigh Crescent,Langley City,Langley,Apt/Condo,7/20/2021,,
"$629,900 ",2,2,1083,A604 20838 78b Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$339,880 ",1,1,650,101 19953 55a Avenue,Langley City,Langley,Apt/Condo,7/20/2021,,
"$4,998,600 ",4,3,3874,7714 216 Street,Willoughby Heights,Langley,House,7/20/2021,1243,0
"$1,399,000 ",4,2,2376,20450 43a Avenue,Brookswood,Langley,House,7/20/2021,75,131
"$1,175,000 ",4,3,2251,4670 221 Street,Murrayville,Langley,House,7/20/2021,,
"$2,199,900 ",2,1,1200,21722 3 Avenue,Campbell Valley,Langley,House,7/20/2021,159,637
"$1,298,900 ",4,4,3003,4891 223b Street,Murrayville,Langley,House,7/20/2021,,
"$699,900 ",3,2,1354,35 4967 220 Street,Murrayville,Langley,Townhouse,7/20/2021,,
"$718,000 ",3,3,1540,98 20738 84 Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$409,888 ",1,1,562,B102 20211 66 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$429,000 ",2,1,850,105 22025 48 Avenue,Murrayville,Langley,Apt/Condo,7/20/2021,,
"$599,000 ",2,2,1435,39 4740 221 Street,Murrayville,Langley,Townhouse,7/20/2021,,
"$1,599,000 ",2,3,1375,1962 W 5th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$928,000 ",4,4,4049,5 Sennok Crescent,University (Ubc),Vancouver,House,7/20/2021,80,111
"$2,688,000 ",9,7,6865,2770 Cambridge Street,Hastings Sunrise,Vancouver,House,7/20/2021,64,138
"$1,199,000 ",1,2,1041,112 161 W Georgia Street,Downtown West,Vancouver,Townhouse,7/20/2021,,
"$599,000 ",1,1,532,104 4539 Cambie Street,Cambie,Vancouver,Apt/Condo,7/20/2021,,
"$4,388,000 ",4,5,2779,3267 W 21st Avenue,Dunbar,Vancouver,House,7/20/2021,33,122
"$3,380,000 ",2,2,1389,1302 620 Cardero Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$450,000 ",0,1,512,202 2121 W. 6th Avenue,Kitsilano,Vancouver,Apt/Condo,7/20/2021,,
"$1,198,000 ",2,2,1104,2104 950 Cambie Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$2,649,000 ",6,6,5445,1704 Pierard Road,Lynn Valley,North Vancouver,House,7/20/2021,91,121
"$838,000 ",3,2,1146,718 5311 Cedarbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,850,000 ",4,4,2861,3471 Scratchley Crescent,East Cambie,Richmond,House,7/20/2021,,
"$749,800 ",1,1,770,703 5177 Brighouse Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$499,900 ",1,1,575,805 5900 Alderbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$999,000 ",3,2,1143,905 3333 Brown Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$2,580,000 ",4,5,3491,4231 Pendlebury Road,Boyd Park,Richmond,House,7/20/2021,46,129
"$799,000 ",3,2,1361,32 9880 Parsons Road,Woodwards,Richmond,Townhouse,7/20/2021,,
"$1,563,333 ",5,3,2472,3151 Chatham Street,Steveston Village,Richmond,House,7/20/2021,33,120
"$838,800 ",2,2,1000,1508 5811 No. 3 Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,998,000 ",4,3,2738,6690 Toderick Street,Killarney,Vancouver,House,7/20/2021,,
"$7,480,000 ",6,0,5451,2551 W 36 Th Avenue,Mackenzie Heights,Vancouver,House,7/20/2021,60,134
"$499,999 ",1,1,628,2103 3660 Vanness Avenue,Collingwood,Vancouver,Apt/Condo,7/20/2021,,
"$2,795,000 ",3,4,2281,2555 W 8th Avenue,Kitsilano,Vancouver,Duplex,7/20/2021,,
"$2,249,000 ",3,2,1292,1509 1111 Richards Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,219,000 ",2,2,1273,1804 1010 Burnaby Street,West End,Vancouver,Apt/Condo,7/20/2021,,
"$1,249,500 ",0,,,3252 Mt Seymour Parkway,Northlands,North Vancouver,Land/Lot,7/20/2021,33,156
"$599,000 ",2,1,811,106 306 W 1st Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$709,000 ",2,2,777,106 2832 Capilano Road,Capilano,North Vancouver,Apt/Condo,7/20/2021,,
"$2,299,800 ",2,3,1757,1801 1320 Chesterfield Avenue,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,574,900 ",2,3,1629,1 1133 Ridgewood Drive,Edgemont,North Vancouver,Townhouse,7/20/2021,,
"$679,000 ",2,2,1065,803 995 Roche Point Drive,Roche Point,North Vancouver,Apt/Condo,7/20/2021,,
"$425,000 ",1,1,711,307 160 E 19th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,799,000 ",3,2,1397,1104 2785 Library Lane,Lynn Valley,North Vancouver,Apt/Condo,7/20/2021,,
"$1,289,000 ",3,3,1436,45 9211 Mckim Way,West Cambie,Richmond,Townhouse,7/20/2021,,
"$600,000 ",2,2,774,1205 5233 Gilbert Road,Granville,Richmond,Apt/Condo,7/20/2021,,
"$2,666,000 ",10,6,4650,23180 23182 Westminster Highway,Hamilton,Richmond,Multifamily,7/20/2021,92,150
"$299,999 ",3,2,1077,202 8011 Ryan Road,South Arm,Richmond,Apt/Condo,7/20/2021,,
"$2,080,000 ",5,4,2242,9560 Breden Avenue,Mclennan North,Richmond,House,7/20/2021,,
"$999,000 ",3,4,1509,1 6611 Eckersley Road,Brighouse,Richmond,Townhouse,7/20/2021,,
"$1,099,000 ",2,2,978,1002 6900 Pearson Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,780,000 ",3,2,1979,10711 Roselea Crescent,South Arm,Richmond,House,7/20/2021,82,99
"$1,799,999 ",5,5,3168,7617 Eperson Road,Quilchena,Richmond,House,7/20/2021,,
"$654,900 ",2,1,795,411 9213 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$4,500,000 ",6,3,3468,1456 W 45th Avenue,South Granville,Vancouver,House,7/20/2021,122,62
"$998,000 ",2,2,1088,202 2580 Tolmie Street,Point Grey,Vancouver,Apt/Condo,7/20/2021,,
"$949,999 ",1,1,769,1606 1199 Marinaside Crescent,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$1,899,000 ",5,3,2535,4335 Fleming Street,Knight,Vancouver,House,7/20/2021,40,124
"$999,000 ",1,1,672,303 458 W 63rd Avenue,Marpole,Vancouver,Apt/Condo,7/20/2021,,
"$649,900 ",0,1,905,208 2556 E Hastings Street,Renfrew,Vancouver,Apt/Condo,7/20/2021,,
"$499,500 ",2,1,824,311 4893 Clarendon Street,Collingwood,Vancouver,Apt/Condo,7/20/2021,,
"$1,878,000 ",3,3,2832,3455 Manning Place,Roche Point,North Vancouver,House,7/20/2021,39,106
"$4,498,000 ",7,7,5424,276 Sandringham Crescent,Upper Lonsdale,North Vancouver,House,7/20/2021,67,111
"$1,900,000 ",5,2,2899,555 Lucerne Place,Upper Delbrook,North Vancouver,House,7/20/2021,80,125
"$829,900 ",1,1,649,510 175 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,550,000 ",2,2,1130,307 175 Victory Ship Way,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$709,000 ",2,2,771,101 2832 Capilano Road,Capilano,North Vancouver,Apt/Condo,7/20/2021,,
"$7,200,000 ",3,4,3754,5691 Sunshine Falls Lane,Woodlands Sunshine Cascade,North Vancouver,House,7/20/2021,,
"$1,499,000 ",4,3,1948,1680 Hope Road,Pemberton,North Vancouver,House,7/20/2021,,
"$849,900 ",2,2,940,103 9233 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$644,900 ",2,1,795,210 9213 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$659,000 ",1,1,560,808 135 E 17th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,889,000 ",4,3,2608,778 Plymouth Drive,Windsor Park,North Vancouver,House,7/20/2021,62,0
"$749,700 ",3,3,1385,35 20967 76 Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$699,800 ",2,3,1357,77 8138 204 Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$4,000,000 ",3,2,1248,19675 16 Avenue,Brookswood,Langley,House,7/20/2021,,
"$374,900 ",2,1,715,143 5660 201a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$554,900 ",2,2,961,B412 20838 78b Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$544,900 ",2,2,961,B212 20838 78b Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$699,900 ",3,2,1621,B119 8218 207a Street,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$4,388,600 ",5,6,7351,25309 72 Avenue,Glen Valley,Langley,House,7/20/2021,92,0
"$649,900 ",3,3,1346,21 6450 199 Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$1,224,800 ",4,3,2036,20854 95a Avenue,Walnut Grove,Langley,House,7/20/2021,50,127
"$1,090,000 ",5,2,1847,4901 205a Street,Langley City,Langley,House,7/20/2021,60,100
"$799,000 ",2,1,845,4775 208 Street,Langley City,Langley,House,7/20/2021,60,154
"$1,199,000 ",5,3,3424,6757 197 Street,Willoughby Heights,Langley,House,7/20/2021,57,83
"$3,988,888 ",6,5,7656,20197 2 Avenue,Campbell Valley,Langley,House,7/20/2021,155,268
"$528,800 ",2,2,833,A430 20727 Willoughby Town Centre Drive,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$4,800,000 ",3,3,2280,2920 197a Street,Brookswood,Langley,House,7/20/2021,305,285
"$375,000 ",2,1,868,312 5759 Glover Road,Langley City,Langley,Apt/Condo,7/20/2021,,
"$11,500,000 ",5,5,4557,1626 Drummond Drive,Point Grey,Vancouver,House,7/20/2021,200,305
"$4,500,000 ",5,6,4212,7111 Langton Road,Granville,Richmond,House,7/20/2021,90,110
"$1,199,000 ",2,1,969,Th8 989 Richards Street,Downtown West,Vancouver,Townhouse,7/20/2021,,
"$1,475,000 ",3,2,1565,322 3769 W 7th Avenue,Point Grey,Vancouver,Apt/Condo,7/20/2021,,
"$1,698,000 ",2,3,1214,2418 W 8th Avenue,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$1,799,999 ",2,2,969,2202 1111 Richards Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,225,000 ",4,2,1199,2120 Nanaimo Street,Renfrew,Vancouver,House,7/20/2021,26,120
"$755,000 ",2,2,716,902 488 Helmcken Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$958,000 ",2,2,965,504 5775 Hampton Place,University (Ubc),Vancouver,Apt/Condo,7/20/2021,,
"$699,000 ",2,1,613,2502 1188 Howe Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,299,000 ",3,2,1593,3 1425 W 11th Avenue,Fairview,Vancouver,Townhouse,7/20/2021,,
"$419,000 ",1,1,603,2307 1850 Comox Street,West End,Vancouver,Apt/Condo,7/20/2021,,
"$1,980,000 ",2,2,961,1506 1221 Bidwell Street,West End,Vancouver,Apt/Condo,7/20/2021,,
"$549,000 ",2,1,864,403 2004 Fullerton Avenue,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$719,900 ",2,2,860,122 9233 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$799,900 ",2,2,940,104 9233 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$858,000 ",3,3,1462,21 11888 Mellis Drive,East Cambie,Richmond,Townhouse,7/20/2021,,
"$738,000 ",2,2,960,702 7080 No. 3 Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$699,000 ",2,2,1022,411 5800 Andrews Road,Steveston South,Richmond,Apt/Condo,7/20/2021,,
"$720,000 ",2,2,1003,901 9133 Hemlock Drive,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,755,000 ",4,3,2265,6171 Dakota Drive,Woodwards,Richmond,House,7/20/2021,60,106
"$569,000 ",1,1,537,1209 1500 Howe Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$1,250,000 ",2,2,1229,106 6279 Eagles Drive,University (Ubc),Vancouver,Apt/Condo,7/20/2021,,
"$806,900 ",1,1,661,306 477 W 59th Avenue,South Cambie,Vancouver,Apt/Condo,7/20/2021,,
"$599,900 ",2,2,838,310 3628 Rae Avenue,Collingwood,Vancouver,Apt/Condo,7/20/2021,,
"$1,388,000 ",2,2,1060,2003 1228 W Hastings Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$4,680,000 ",7,7,4987,6988 Selkirk Street,South Granville,Vancouver,House,7/20/2021,65,122
"$1,329,880 ",2,2,1401,2779 Guelph Street,Mount Pleasant East,Vancouver,Townhouse,7/20/2021,,
"$579,000 ",1,1,635,306 688 Abbott Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,569,000 ",4,2,1621,3592 Knight Street,Knight,Vancouver,House,7/20/2021,33,105
"$925,000 ",2,2,906,1204 939 Homer Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$1,899,000 ",4,3,2431,4103 St. Georges Avenue,Upper Lonsdale,North Vancouver,House,7/20/2021,57,110
"$1,318,000 ",3,3,1752,2871 Capilano Road,Capilano,North Vancouver,Townhouse,7/20/2021,,
"$1,399,999 ",3,3,1543,512a W Keith Road,Central Lonsdale,North Vancouver,Duplex,7/20/2021,,
"$1,099,000 ",2,2,870,1606 112 E 13th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$825,000 ",2,3,1332,112 3600 Windcrest Drive,Roche Point,North Vancouver,Apt/Condo,7/20/2021,,
"$749,900 ",2,2,878,304 2665 Mountain Highway,Lynn Valley,North Vancouver,Apt/Condo,7/20/2021,,
"$899,000 ",2,2,973,807 138 E Esplanade Avenue,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$825,000 ",2,2,1015,701 567 Lonsdale Avenue,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,541,550 ",4,4,1461,103 748 E 3rd Street,Queensbury,North Vancouver,Townhouse,7/20/2021,,
"$939,000 ",2,2,1213,413 5500 Lynas Lane,Riverdale,Richmond,Apt/Condo,7/20/2021,,
"$498,000 ",2,2,664,904 5911 Alderbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$799,000 ",2,2,815,603 3233 Ketcheson Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$858,000 ",3,3,1573,9 11771 Kingfisher Drive,Westwind,Richmond,Townhouse,7/20/2021,,
"$1,790,000 ",10,5,5120,8391 No. 4 Road,Garden City,Richmond,House,7/20/2021,53,122
"$948,000 ",3,2,1337,1401 8171 Saba Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$599,000 ",2,2,836,803 5068 Kwantlen Street,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$760,000 ",2,2,939,317 8480 Granville Avenue,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$628,000 ",2,2,1153,47 11160 Kingsgrove Avenue,Ironwood,Richmond,Townhouse,7/20/2021,,
"$699,000 ",2,3,1303,22 22788 Norton Court,Hamilton,Richmond,Townhouse,7/20/2021,,
"$525,000 ",1,1,770,710 2024 Fullerton Avenue,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$689,000 ",1,1,644,708 150 W 15th Street,Central Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$1,249,000 ",3,3,1897,102 225 E 6th Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$949,900 ",3,3,1465,5 9171 Ferndale Road,Mclennan North,Richmond,Townhouse,7/20/2021,,
"$619,000 ",2,2,967,214 5880 Dover Crescent,Riverdale,Richmond,Apt/Condo,7/20/2021,,
"$4,580,000 ",5,7,4481,5280 Lancing Road,Granville,Richmond,House,7/20/2021,66,162
"$599,900 ",1,1,702,309 155 E 3rd Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$738,000 ",1,1,780,314 747 E 3rd Street,Queensbury,North Vancouver,Apt/Condo,7/20/2021,,
"$1,198,000 ",3,2,1424,407 1633 Tatlow Avenue,Pemberton,North Vancouver,Apt/Condo,7/20/2021,,
"$999,000 ",2,2,984,242 W 6th Street,Lower Lonsdale,North Vancouver,Townhouse,7/20/2021,,
"$1,589,000 ",5,4,2461,3350 Garibaldi Drive,Roche Point,North Vancouver,House,7/20/2021,,
"$1,149,000 ",3,2,1167,806 170 W 1st Street,Lower Lonsdale,North Vancouver,Apt/Condo,7/20/2021,,
"$849,800 ",2,2,926,413 1111 E 27th Street,Lynn Valley,North Vancouver,Apt/Condo,7/20/2021,,
"$480,000 ",2,2,815,119 21009 56 Avenue,Salmon River,Langley,Apt/Condo,7/20/2021,,
"$2,398,600 ",5,5,4191,9328 204a Street,Walnut Grove,Langley,House,7/20/2021,90,111
"$619,800 ",3,2,1146,504a 20487 65 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$460,000 ",2,2,1159,4 20229 Fraser Highway,Langley City,Langley,Townhouse,7/20/2021,,
"$4,288,800 ",5,3,3330,21068 16 Avenue,Campbell Valley,Langley,House,7/20/2021,,
"$518,900 ",2,2,919,412 5486 199a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$534,900 ",2,2,919,401 5486 199a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$565,900 ",2,2,1024,416 5486 199a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$560,900 ",2,2,919,502 5486 199a Street,Langley City,Langley,Apt/Condo,7/20/2021,,
"$1,049,900 ",4,4,2595,6957 208a Street,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$499,800 ",2,2,877,105 20062 Fraser Highway,Langley City,Langley,Apt/Condo,7/20/2021,,
"$715,900 ",3,0,1165,509 20325 85 Avenue,Willoughby Heights,Langley,Apt/Condo,7/20/2021,,
"$259,500 ",2,1,947,61 9080 198 Street,Walnut Grove,Langley,Mfd/Mobile Home,7/20/2021,,
"$499,999 ",2,2,895,106 20286 53a Avenue,Langley City,Langley,Apt/Condo,7/20/2021,,
"$1,450,000 ",4,4,3251,8107 210 Street,Willoughby Heights,Langley,House,7/20/2021,44,97
"$689,900 ",2,2,1226,218 5415 Brydon Crescent,Langley City,Langley,Apt/Condo,7/20/2021,,
"$1,277,777 ",4,3,1892,20744 38 Avenue,Brookswood,Langley,House,7/20/2021,62,0
"$1,985,000 ",6,5,4293,2816 203a Street,Brookswood,Langley,House,7/20/2021,,
"$1,350,000 ",4,4,2534,20121 48 Avenue,Langley City,Langley,House,7/20/2021,,
"$999,900 ",4,4,2089,29 20261 72b Avenue,Willoughby Heights,Langley,Townhouse,7/20/2021,,
"$567,000 ",1,1,614,511 7788 Ackroyd Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$2,698,000 ",4,5,2569,8033 Hudson Street,Marpole,Vancouver,House,7/20/2021,33,122
"$738,000 ",1,1,518,1102 1565 W 6th Avenue,False Creek,Vancouver,Apt/Condo,7/20/2021,,
"$768,000 ",2,2,945,301 688 E 18th Avenue,Fraser East,Vancouver,Apt/Condo,7/20/2021,,
"$2,099,000 ",2,2,1263,4008 1480 Howe Street,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$5,790,000 ",3,3,1763,302 323 Jervis Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$1,080,000 ",2,2,858,1101 1228 W Hastings Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$1,099,999 ",2,2,866,906 110 Switchmen Street,Mount Pleasant East,Vancouver,Apt/Condo,7/20/2021,,
"$1,699,000 ",2,3,1144,210 3639 W 16th Avenue,Point Grey,Vancouver,Apt/Condo,7/20/2021,,
"$899,000 ",1,1,1259,Lot 1 Johnson Bay,Downtown West,Vancouver,House,7/20/2021,,
"$998,000 ",1,1,835,201 1477 W Pender Street,Coal Harbour,Vancouver,Apt/Condo,7/20/2021,,
"$1,980,000 ",5,4,3192,5411 Steveston Highway,Steveston North,Richmond,House,7/20/2021,44,13
"$379,900 ",1,1,737,203 10240 Ryan Road,South Arm,Richmond,Apt/Condo,7/20/2021,,
"$1,338,000 ",4,3,1756,81 6888 Robson Drive,Terra Nova,Richmond,Townhouse,7/20/2021,,
"$599,000 ",2,2,851,1702 3333 Corvette Way,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$1,439,000 ",3,3,1635,9491 Mcburney Drive,Garden City,Richmond,House,7/20/2021,,
"$399,000 ",2,1,891,207 6931 Cooney Road,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$989,700 ",3,2,952,1126 3300 Ketcheson Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$884,100 ",2,2,908,1106 3300 Ketcheson Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$499,900 ",1,1,800,124 8880 Jones Road,Brighouse South,Richmond,Apt/Condo,7/20/2021,,
"$1,798,800 ",2,2,1082,1502 885 Cambie Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$849,900 ",1,1,897,705 2445 W 3 Avenue,Kitsilano,Vancouver,Apt/Condo,7/20/2021,,
"$2,450,000 ",3,2,1585,1432 Arbutus Street,Kitsilano,Vancouver,Townhouse,7/20/2021,,
"$1,458,800 ",2,2,1049,1805 638 Beach Crescent,Yaletown,Vancouver,Apt/Condo,7/20/2021,,
"$1,298,000 ",4,4,1387,1932 Rupert Street,Renfrew,Vancouver,Duplex,7/20/2021,33,122
"$568,000 ",1,1,695,204 575 W 13th Avenue,Fairview,Vancouver,Apt/Condo,7/20/2021,,
"$1,398,000 ",4,4,1488,1930 Rupert Street,Renfrew,Vancouver,Duplex,7/20/2021,33,122
"$799,000 ",2,2,648,1802 8189 Cambie Street,Marpole,Vancouver,Apt/Condo,7/20/2021,,
"$949,000 ",3,2,826,Ph2 1238 Burrard Street,Downtown West,Vancouver,Apt/Condo,7/20/2021,,
"$1,898,000 ",2,2,930,407 469 W King Edward Avenue,Cambie,Vancouver,Apt/Condo,7/20/2021,,
"$1,449,000 ",3,2,1890,10391 Seacote Road,Ironwood,Richmond,House,7/20/2021,83,110
"$838,000 ",3,2,1290,9 6111 No. 1 Road,Terra Nova,Richmond,Townhouse,7/20/2021,,
"$2,320,000 ",0,3,4124,4131 Blundell Road,Quilchena,Richmond,House,7/20/2021,66,125
"$2,320,000 ",0,3,3933,4111 Blundell Road,Quilchena,Richmond,House,7/20/2021,66,125
"$1,788,000 ",5,4,2314,10093 No. 1 Road,Steveston North,Richmond,House,7/20/2021,31,113
"$999,900 ",4,4,1631,82 3880 Westminster Highway,Terra Nova,Richmond,Townhouse,7/20/2021,,
"$699,000 ",2,2,918,1102 8199 Capstan Way,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$3,188,000 ",6,5,4108,7540 Ash Street,Mclennan North,Richmond,House,7/20/2021,63,150
"$439,000 ",1,1,603,202 7380 Elmbridge Way,Brighouse,Richmond,Apt/Condo,7/20/2021,,
"$1,688,000 ",5,4,2794,12111 Jensen Drive,East Cambie,Richmond,House,7/20/2021,,
"$8,495,000 ",3,4,3357,3435 W 55th Avenue,Southlands,Vancouver,House,7/20/2021,122,330
"$629,900 ",2,2,930,207 9288 Odlin Road,West Cambie,Richmond,Apt/Condo,7/20/2021,,
"$2,580,000 ",5,6,3795,4171 Blundell Road,Quilchena,Richmond,House,7/20/2021,,
"$615,000 ",1,1,660,412 1621 Hamilton Avenue,Mosquito Creek,North Vancouver,Apt/Condo,7/20/2021,,
